68931016,ING3,2014/2015,Cergy,92100.0,BOULOGNE BILLANCOURT,FR,ING3,UNIVERSITÉ PARIS 8,93526,SAINT-DENIS,France,Etude de l'influence des émotions sur le raisonnement par analogie. Création d'un logiciel pour analyser l'influence des émotions sur le raisonnement par analogie. Contact des écoles pour mettre en place les passations auprès des collégiens tout venant et à faut potentiel intellectuel. Analyse des résultats obtenus lors des passations.,508.2
68931016,ING2,2013/2014,Cergy,92100.0,BOULOGNE BILLANCOURT,FR,ING2,ZENIKA,75009,PARIS,France,Mise en place d'une solution BigData pour la collecte et l'analyse des informations Zenika en provenance des réseaux sociaux Zenika,1000.0
16412332,ING3,2014/2015,Cergy,95000.0,CERGY,FR,ING3,LVMH PCIS,92300,LEVALLOIS PERRET,France,"Projet de refonte et d'optimisation d'un datawarehouse - Analyse de l'existant - Rationalisation, modélisation, optimisation fonctionnelle et technique des flux d'alimentation - Rationalisation des cubes OLAP Cognos - Revue des profondeurs d'historiques et des mécanismes de purges et de parallélisation du traitement.",1350.0
16412332,ING2,2013/2014,Cergy,95000.0,CERGY,FR,ING2,SOLUTION BI,75010,PARIS,FRANCE,Stage d'assistant en gestion de projet,900.0
37300960,ING3,2014/2015,Cergy,78600.0,MAISONS-LAFFITTE,FR,ING3,ACTUARIS,69160,TASSIN,France,CONVENTION DAUPHINE: Gestion actif-passif en assurance dépendance.,1700.0
37300960,ING2,2013/2014,Cergy,78600.0,MAISONS-LAFFITTE,FR,ING2,LA FRANCE MUTUALISTE,75017,PARIS,France,"Rattaché à la Direction Technique, vous participerez aux travaux de critique du pilier 1 sur certains risques de souscription (mortalité/longévité/frais/rachat) dans le cadre de l'ORSA. La réalisation du stage repose sur les étapes suivantes: - Prise de connaissance des produits proposés par La France Mutualiste - Appropriation de la littérature existante sur le sujet - Calibration sous R des risques de:  - Mortalité/longévité: recours à différents modèles statistiques (Lee Carter, ARIMA, Loess notamment)  - Rachat: détermination de la distribution des taux de rachat historiques  - Frais: statistiques descriptives - Revue (corrélation et/ou copule) des matrices de corrélations entre risques - Rédaction du rapport de stage",872.1
41692390,ING2,2013/2014,Cergy,95800.0,CERGY LE HAUT,FR,ING2,GROUPAMA ASSET MANAGEMENT,75008,PARIS,FRANCE,"Stage en gestion de projet: - Collecte des informations auprès des différents acteurs de l'entreprise, - analyser et formaliser les informations collectées - intégrer ces éléments dans un progiciel de cartographie",1250.0
76015864,ING3,2014/2015,Cergy,95000.0,CERGY,FR,ING3,INSTITUT GALILÉE - LIPN,93430,VILLETANEUSE,France,"Modèles de mélanges et visualisation de données massives. La problématique qui nous intéresse dans ce sujet consiste d'une part à représenter des structures de données ""résumées"" en utilisant les modèles de mélanges et d'autre part à proposer une interaction, souvent très intuitive, entre l'expert et cette visualisation, prenant généralement la forme de ""requêtes graphiques"". Cette approche vise donc à faire intervenir plus directement l'expert du domaine et permet une analyse rapide des résultats. Parmi les autres points qui nous semblent également important à traiter est celui de la fouille visuelle massive (Daniel A. Keim 2013). Devant un grand ensemble de bases de données, l'utilisateur aura besoin d'une vue globale des données via une interface lui permettant d'explorer le contenu. L'objectif de ce stage d'initiation à la recherche , est d'étudier les points suivants: - Etudier l'état de l'art sur les approches de clustering, visualisation et modèles de mélanges. - Proposer et développer une méthode de visualisation à base de modèle de mélange avec rendu graphique sous D3JS permettant une interaction entre la visualisation et l'expert du domaine. - Valider les approches développées sur des données massives issues du projet square Predict.",1006.6348049999999
76015864,ING2,2013/2014,Cergy,95000.0,CERGY,FR,ING2,INSTITUT GALILÉE - LIPN,93430,VILLETANEUSE,France,Visualisation interactive des données massives,436.05
25455090,ING3,2014/2015,Cergy,95000.0,CERGY,FR,ING3,SMARTHYS CONSULTING,92800,PUTEAUX,France,Découverte de l'EPM BI Oracle / Essbase-Planning,1500.0
25455090,ING2,2013/2014,Cergy,95000.0,CERGY,FR,ING2,PROFESSIONAL HYPERION SERVICES,1004,TUNIS,TUNISIE,"Participation au développement et à la mise en œuvre d'une offre sur les outils EPM d'Oracle - Formation sur les outils EPM Oracle - Essbase/Hypérion Planning/FDQM/OBIEE - Mise en place d'un environnement de démonstration complet pour une avant vente  - Partie technique: prérequis, installation, validation, documentation  - Partie applicative: paramétrage, implémentation, utilisation, documentation - Création de supports de présentations - diapos/vidéos Développement du site web et de la charte graphique de la société - Préparation des templates word/ppt et carte de visites de la société",150.0
19872513,ING3,2014/2015,Cergy,75016.0,PARIS,FR,ING3,COMPAGNIE DE PHALSBOURG,75001,PARIS,France,Analyse Financière. -Création d'outils Excel de suivi du patrimoine global - Construction de data-room lors des due-diligences -Relation avec les banquiers.,1200.0
19872513,ING2,2013/2014,Cergy,75016.0,PARIS,FR,ING2,AGEAS FRANCE,75009,PARIS,France,"La mise en place d'un nouvel outil de projection des ""cash flows"" déterministes.",900.0
25492220,ING2,2014/2015,Cergy,78500.0,SARTROUVILLE,FR,ING2,CDISCOUNT,33067,BORDEAUX,France,"Stage informatique décisionnelle - Data Warehouse: - Maintenir à jour et faire évoluer le data warehouse existant: ajouter de nouveaux champs, faire les mises à jour, assurer sa viabilité - Automatiser les reportings synthèses des activités du pôle Opération destinées à la direction - Produire des tableaux de bord dynamiques et développer des outils pour le pilotage du Yield au quotidien - Développer de nouvelles formules permettant de comprendre et répondre au plus vite à l'évolution constante du marché. Objectif global: organiser, contrôler et traiter l'information au sein du pôle.",800.0
7751296,ING3,2014/2015,Cergy,78280.0,GUYANCOURT,FR,ING3,VISEO - PARIS,75008,PARIS,FRANCE,"Consultant junior SAP BW. Le stagiaire aura les missions suivantes: Conception détaillée, paramétrage, réalisation technique, tests unitaires, tests d'intégration, assistance de recette, transfert de compétences, préparation d'atelier, rédaction de compte rendu, etc...",1200.0
7751296,ING2,2013/2014,Cergy,78280.0,GUYANCOURT,FR,ING2,GIE KAUFMAN & BROAD,92200,NEUILLY SUR SEINE,France,Conception et réalisation d'une application Glikview de pilotage de l'activité de promotion immobilière de Kaufman&Broad. La réalisation de cette application permettra une mise en pratique des connaissances SQL et du stagiaire au sein d'un outil de BI.,550.0
1822894,ING3,2014/2015,Cergy,78700.0,CONFLANS STE HONORINE,FR,ING3,AVANADE,92320,CHATILLON,FRANCE,"CONVENTION DAUPHINE Consultante Change management. Planifier et exécuter des activités dans le cadre d'un programme de transformation; Définir, exécuter un plan de communication et de gestion du changement adapté aux enjeux d'un plan de transformation; Effectuer un reporting à destination du Management IT et Management Métier; Créer des contenus de communication ou de gestion du changement (plan de formation, atelier, showrooms) dans différentes entités ou pays d'un Groupe.",1300.0
1822894,ING2,2013/2014,Cergy,78700.0,CONFLANS STE HONORINE,FR,ING2,SAGEM DÉFENSE SÉCURITÉ - ARGENTEUIL,95100,ARGENTEUIL,France,"Mettre en place une plateforme d'évaluation de la technologie BI pour l'exploitation technique de nos produits. Mise en place des outils (suite PENTAHO), modélisation conceptuelle. Mise en place de la couche applicative en utilisant les progiciels du marché.",1100.0
36368685,ING3,2014/2015,Cergy,95370.0,MONTIGNY LES CORMEILLES,FR,ING3,EXANE SA,75008,PARIS,France,"Implémentation de stratégies d'arbitrages sur les bonds, obligations financières et High Yield Analyse des spreads en continue, faire un suivi de la liste prioritaire financières et HY...",1350.0
36368685,ING2,2013/2014,Cergy,95370.0,MONTIGNY LES CORMEILLES,FR,ING2,MANDARINE GESTION,75008,PARIS,France,Appréhension et initiation sur les thèmes suivants: Participation à l'amélioration des outils Consolidation et intégration d'outil/modules aux outils propriétaires de Mandarine Gestion Création d'un console d'administration Initiation au middle office,438.0
20790866,ING3,2014/2015,Cergy,94490.0,ORMESSON SUR MARNE,FR,ING3,AVANADE,92320,CHATILLON,FRANCE,Consultant Stagiaire ERP AX,1300.0
20790866,ING2,2013/2014,Cergy,94490.0,ORMESSON SUR MARNE,FR,ING2,BK CONSULTING FRANCE,92400,COURBEVOIE,France,"Evaluation de compétences automatisées sur le Cloud: - Dresser un état de l'art, etude des offres cloud PAAS/IAAS dans le cadre de l'automatisation de la gestion des cas de tests/VM - Utilisation de la méthode AGILE - Coder en Java sous Eclipse - Réaliser un proof of concept",800.0
69573216,ING3,2014/2015,Cergy,25550.0,BAVANS,FR,ING3,CREDIT AGRICOLE FRANCHE COMTÉ,25084,BESANCON CEDEX 9,France,Stage Pilotage et Tableaux de Bord,508.2
69573216,ING2,2013/2014,Cergy,25550.0,BAVANS,FR,ING2,PEUGEOT CITROEN AUTOMOBILE,78092,POISSY CEDEX 09,FRANCE,"Domaine: Métrologie Analyse capacitaire et performances - Aide à la mise en œuvre de solutions de préventiel - Utilisation d'un progiciel de modélisation statistique pour anticiper le dysfonctionnement des serveurs  --> recherche de rupture de comportement, recherche de pistes prioritaires  --> exploration de nouvelles voies d'utilisation Ce sujet s'adresse à un étudiant en mathématiques/statistiques appliquées.",800.0
23862847,ING3,2014/2015,Cergy,79400.0,NANTEUIL,FR,ING3,INVIVO NSA,56250,SAINT NOLFF,France,"Fusion-Acquisition. Assister et accompagner le directeur et le responsable des fusions acquisitions dans la prospection et l'exécution d'opérations de cessions ou d'acquisitions d'entreprises: -Analyse financière/stratégique d'entreprises et de secteurs d'activité; - Modélisation financière et approches de valorisation (multiples, DCF...); - Assistance dans la rédaction de mémo, de présentation ppt, sur les cibles potentielles et/ou projets en cours; - Recherche d'information et rédaction d'études sectorielles.",1000.0
23862847,ING2,2013/2014,Cergy,79400.0,NANTEUIL,FR,ING2,ADC CONSEIL,56000,VANNES,France,Analyse financière d'entreprise Evaluation d'entreprise Dossier de présentation d'entreprise (Mémorandum) Prospection commerciale Optimisation de procédures commerciales Transaction d'Affaires,436.05
788198,ING3,2014/2015,Cergy,94340.0,JOINVILLE-LE-PONT,FR,ING3,OPTIMIND,75008,PARIS,France,Analyse et gestion des risques d'assurance - Problématiques liées à la Protection Sociale,1300.0
788198,ING2,2013/2014,Cergy,94340.0,JOINVILLE-LE-PONT,FR,ING2,ALLIANZ,75008,PARIS,France,Mise à jour des hypothèses techniques M CEV et mesure d'impact sur les résultats,850.0
1633500,ING3,2014/2015,Cergy,92410.0,VILLE D AVRAY,FR,ING3,CGI - COURBEVOIE,92400,COURBEVOIE,FRANCE,CONVENTION DAUPHINE Big Data / Focus Data Mining,1225.0
1633500,ING2,2013/2014,Cergy,92410.0,VILLE D AVRAY,FR,ING2,PILEPROJECT CORPORATION,,OSAKA PREFECTURE,JAPAN,"Global testing compain and website interface for users/customers duty: - Evolution of the website (interface, contents) - Database evolution according to the website, and support for the database manager for the establishment of it - Organisation of the intern testing campain, and deployment of testing in real situations - Updating of functional spcifications Support to the development team when necessary",0.0
24055522,ING3,2014/2015,Cergy,95870.0,BEZONS,FR,ING3,GE MEDICAL SYSTEMS SCS,78530,BUC,France,"Ray Tracing et synthèse d'image mammographique par simulation. Vous intégrerez le projet d'amélioration continue de notre plateforme de simulation, en collaboration avec une équipe internationale d'ingénieurs de GEHC et du centre de recherche de GE (Global Research Center). La première partie de votre mission consistera à proposer des alternatives pour contribuer à l'optimisation de la performance CPU/RAM de cette plateforme. Dans un premier temps, vous devrez assurer le passage de l'implémentation FreeMat* à Matlab pour certaines des fonctionnalités spécifiques à la mammographie. Votre mission se poursuivra par l'amélioration des performances du calcul simulant l'acquisition d'une image de projection par rayon X à partir d'un modèle numérique du sein basé sur des surfaces maillées. Cela nécessite en particulier d'effectuer un travail de recherche approfondi sur les techniques permettant d'implémenter de manière efficace l'opérateur de projection. Afin de valider le réalisme de la chaîne d'acquisition simulée, une validation finale de la plateforme ainsi améliorée devra être réalisée, comparant les résultats de simulation à des mesures physiques obtenues dans notre laboratoire.",1500.0
24055522,ING2,2013/2014,Cergy,95870.0,BEZONS,FR,ING2,ETMI GROUPE EVOLUCARE,75002,PARIS,France,Participation à l'évolution de la solution (analyse et développement,436.05
10693634,ING3,2014/2015,Cergy,95000.0,CERGY,FR,ING3,TALAN SOLUTIONS,75116,PARIS,FRANCE,"Participation à l'alimentation et à la création d'analyse du projet ""Rhumba"". Paramétrage, développements et test unitaire de jobs datastage. Participation à la mise en œuvre d'analyse Qlikview. Maintenance corrective des jobs Datastage et Qlikview. Rédaction de la documentation technique. Préparatio et assistance à la recette utilisateur de l'outil.",1400.0
10693634,ING2,2013/2014,Cergy,95000.0,CERGY,FR,ING2,ENABLON,92400,COURBEVOIE,FRANCE,"Vous aurez pour mission de tester les produits Enablon. Vous serez responsable de: - Contribuer à la définition des stratégies de tests, plans de test, et scénarios de test - Exécuter les tests - Loguer les anomalies identifiées",1000.0
94971508,ING3,2014/2015,Cergy,75017.0,PARIS,FR,ING3,SCOR,75795,PARIS CEDEX 16,France,"Prise de contexte, maintenance et enrichissement du nouveau cadre d'architecture. Prise de contexte du nouveau cadre d'architecture: - Nouvelles fonctionnalités, - Nouvelles conventions de représentation. Maintenance et évolution du cadre d'architecture: - Animation de workshops avec le métier pour mise à jour des cartes existantes, - Réalisation des mises à jour, - Validation. Enrichissement du cadre d'architecture: - Création des nouvelles cartes (sources architecture, projet ou métier), - Organisation de la validation avec les IT Division managers. Documentation du cadre d'architecture. La mission sera à Paris et fera l'objet d'échanges avec les équipes de Paris, Charlotte et Zürich.",1500.0
94971508,ING2,2013/2014,Cergy,75017.0,PARIS,FR,ING2,SCOR,75795,PARIS CEDEX 16,France,Contribution au référentiel d'entreprise (Power Designer): - Participation aux grands projets de transformations informatiques de l'entreprise dans le cadre des revues d'architecture - Modélisation de représentations du système d'information  - Projets métiers  - Conformité réglementaire  - Approche de data management  - Fonctions  - Applications  - Flux  - Données - Participation à l'amélioration des usages et méthodes de modélisation  - Convention de représentations  - Livrables  - Documentation,1000.0
7117486,ING3,2014/2015,Cergy,38200.0,LUZINAY,FR,ING3,SWORD SA,75012,PARIS,FRANCE,Travail sur l'outil de télémédecine ORIZON. Développements spécifiques sur la mobilité de l'application.,900.0
7117486,ING2,2013/2014,Cergy,38200.0,LUZINAY,FR,ING2,ICP CONSEIL,69008,LYON,France,Ingénieur temps réel données médicales,436.05
22074337,ING3,2014/2015,Cergy,44100.0,NANTES,FR,ING3,LABORATOIRE SAMM,75013,PARIS,France,CONVENTION DE STAGE NON OBLIGATOIRE. Classification croisée pour l'analyse exploratoire de données mixtes volumineuses. L'objectif de ce stage est de participer au développement de méthodes d'analyse exploratoire de données massives s'attaquant à trois problèmes importants: 1) les données réelles sont mixtes alors que les modèles sont en général spécifiques à un type de données; 2) les résultats des méthodes classiques sont difficiles à interpréter et/ou à exploiter; 3) les méthodes classiques sont rarement capables de traiter les masses de données disponibles actuellement. Il s'agit plus précisément d'étendre l'approche MODL à de nouveaux cas d'utilisation. Cette approche d'estimation de densité par des modèles en grille est développée par Orange Labs depuis quelques années. Elle s'appuie sur la construction de groupes de valeurs dans le cas qualitatif et d'intervalles dans le cas quantitatif. Les produits cartésiens entre ces groupes pavent l'espace des valeurs prises par les observations en une grille. On estime alors la densité de la loi jointe des observations en la supposant constante sur chaque pavé de la grille. L'objectif du stage est d'étendre le principe de l'approche MODL a des problèmes de classification croisée objets x variables.,502.43
22074337,ING2,2013/2014,Cergy,44100.0,NANTES,FR,ING2,"MODELISATION, MESURES ET APPLICATIONS SA",75008,PARIS,France,"Les objectifs du stage seront les suivants: - Etre capable d'animer une séance de travail - Etre capable d'organiser son travail avec l'estimation des temps de développement - Développer des applicatifs sur le pilote du système BluePod en respectant les normes de programmation de l'entreprise. - Etre capable de rédiger les spécifications ainsi que les manuels utilisateurs. Le stagiaire sera formé aux normes qualité et aux méthodes de la société, et contribuera à leur amélioration",1000.0
71483114,ING3,2014/2015,Cergy,92140.0,CLAMART,FR,ING3,KLEE PERFORMANCE,92130,ISSY-LES-MOULINEAUX,France,"Implémentation d'outils SI de Performance Management & BI, mise en place & administration d'application de reporting financier (consolidation statutaire, contrôle de gestion). Le stagiaire est intégré à une équipe de contrôle de gestion ou consolidation statutaire, au sein de laquelle il intervient sur des missions d'implémentation ou d'administration d'outil de Performance Management ou BI. Il intervient sur les différentes phases des projets spécification / paramétrage d'application de reporting (outil multi-dimensionnel), recette reprise des historiques, mise en production, déploiement et formations des utilisateurs. Les missions données au stagiaire lui permettent d'acquérir des compétences techniques sur les outils multi-dimensionnels, des compétences fonctionnelles en finance d'entreprise et d'apprendre le métier du consulting.",1500.0
71483114,ING2,2013/2014,Cergy,92140.0,CLAMART,FR,ING2,AMADEUS,92445,ISSY LES MOULINEAUX,France,"Dans le cadre de l'activité e-commerce Amadeus, participation à des projets innovants de moteurs de réservation sur différents supports (web, mobile, tablette). L'objectif de la mission est d'être force de proposition sur de nouvelle cinématiques de vente dans les moteurs de réservation en ligne, et de participer aux refontes graphiques de certaines de nos solutions.",800.0
55573814,ING3,2015/2016,Cergy,95000.0,Cergy,FR,ING3,SOPRA GROUP - LA DEFENSE,92937,PARIS LA DEFENSE 12 CEDEX,FRANCE,"Industrialisation du processus d'homologation d'un opérateur de portage nouvel entrant. Vous participez durant votre stage à l'ensemble des tâches de réalisation et serez amené à : Faire l'état des lieux du processus d'homologation d'un opérateur accédant a un système de gestion de portabilité. Proposer des pistes d'amélioration et d'industrialisation du processus du processus d'homologation, Rédiger des spécifications sur le plan fonctionnel et technique, Prendre en charge des tâches de développement et réaliser des tests unitaires associés, Rédiger un cahier de tests, Valider la solution en réalisant des tests.",1400.0
55573814,ING2,2014/2015,Cergy,95000.0,Cergy,FR,ING2,ERI BANCAIRE PARIS,75008,PARIS,France,"Prendre connaissance et participer aux activités de développement du progiciel OLYMPIC Banking System au sein de l'équipe JAVA. Prise de connaissance de la documentation concernant OLYMPIC Banking System et de l'organisation de la société, découverte de l'environnement de développement et du paramétrage nécessaire: ECLIPSE, LINUX, ORACLE, MOCROFOCUS. Le stagiaire pourra ensuite prendre en charge des corrections/développements en langage JAVA, XML. Le stagiaire pourrait être également amené à utiliser des implémentations de spécifications JAVA: SOAP, JSF, JMS.",526.0
55573814,ING2,2013/2014,Cergy,95000.0,Cergy,FR,ING2,BNP PARIBAS,75450,PARIS CEDEX 09,FRANCE,Analyse et optimisation de la plateforme collaborative de la division du service informatique des fonctions groupe et des applications transverses chez BNP PARIBAS au sein du Service Delivery,1113.0
33361449,ING3,2014/2015,Cergy,38240.0,MEYLAN,FR,ING3,CGI - COURBEVOIE,92400,COURBEVOIE,FRANCE,"Assistance PMO à Maîtrise d'Ouvrage, domaine Monétique, LCL. Organisation des versions monétique, Définir les indicateurs Pilotage, Consolide les estimés et plan de charges des intervenants, Support de la méthode qualité et méthode de conduite de projet LCL pour l'ensemble des chefs de projets, Communique les décisions, instructions et suivi des actions, Consolide le planning, facturation du projet, Garant de la gestion des livrables des projets de la version et de leur référencement.",1225.0
33361449,ING2,2013/2014,Cergy,38240.0,MEYLAN,FR,ING2,SOCIETE GENERALE,75886,PARIS CEDEX 18,FRANCE,Assistance au Responsable Conformité: participation au projet de création d'un portail SharePoint dédié à CFT.,800.0
41399386,ING3,2014/2015,Cergy,75008.0,PARIS,FR,ING3,MUREX,75782,PARIS CEDEX 16,France,"Déploiement d'une solution BI à l'international. Mission: Dans le cadre du projet de déploiement à l'international de la solution de Business Intelligence, vous participerez aux différentes phases du projet. Vous serez accompagné tout au long de votre apprentissage et recevrez les formations nécessaires à votre montée en compétence. - Vous contribuez à l'identification du besoin et rédaction des spécifications auprès des utilisateurs. - Vous concevez des KPI et réalisez le Reporting sur la plateforme MicroStrategy. - Vous faites évoluer le Reporting existant. - Vous participez aux phases de tests et de validation. - Vous réalisez les démonstrations des nouveau rapports auprès des key users. - Vous interviendrez aussi sur les flux ETL. - Vous aidez à la prise en main et l'accompagnement des utilisateurs.",2085.0
41399386,ING2,2013/2014,Cergy,75008.0,PARIS,FR,ING2,HSBC - PARIS,75419,PARIS CEDEX 8,FRANCE,"Ingénieur Développement: Intégré au sein de l'équipe de développement, la principale mission sera: - de faire évoluer l'intranet existant - de développer de nouvelles interfaces - de créer de nouveaux outils d'automatisation A chaque étape du projet, la production de livrables sera essentielle.",950.0
35686985,ING3,2014/2015,Cergy,78650.0,SAULX MARCHAIS,FR,ING3,ASSYSTEM,78067,SAINT QUENTIN EN YVELINES,France,Projet de construction d'une documentation innovante en rupture avec le livret de bord classique et utilisant les nouvelles technologies. Imaginer une documentation dématérialisée reprenant les items d'un livret classique. Bâtir une stratégie de recherche pour que le conducteur retrouve son information ultra intuitivement. Proposer 3 ou 4 solutions ou orientations avec pour support une tablette ou un smartphone. Regarder ce qu'il es possible de faire via l'embarqué déjà existant dans les véhicules (tablette sur le nouvel espace par exemple). Réaliser un maquettage allant dans le détail pour quelques fonctions. Réaliser un questionnaire qui permettrait à une équipe de conducteur test d'émettre un avis (Panel réalisable avec une filiale d'AFR).,1000.0
35686985,ING2,2013/2014,Cergy,78650.0,SAULX MARCHAIS,FR,ING2,OPENHEADEND,77176,SAVIGNY LE TEMPLE,France,Système de diffusion de chaînes de TV.,500.0
1766326,ING3,2014/2015,Pau,69003.0,LYON,FR,ING3,STREAMROOT,94110,ARCUEIL,FRANCE,Développement / Testing / Gestion de workflow - Node.js.,800.0
1766326,ING2,2013/2014,Pau,69003.0,LYON,FR,ING2,DXC TECHNOLOGY,92098,PARIS LA DEFENSE CEDEX,FRANCE,"Vous devriez occuper un poste d'ingénieur d'Etudes qui consiste en : - Rédiger les spécifications techniques avec les fonctionnels - Développer en fonction des besoins - Tester le bon fonctionnement de la fonction, du module ou du programme - Vérifier l'intégration du développement dans l'ensemble - Rédiger ou mettre à jour la documentation - Respecter les normes et standards - Donner de la visibilité sur l'avancement des travaux",1250.0
39304999,ING3,2014/2015,Cergy,75116.0,PARIS,FR,ING3,ACT'RISK,75017,PARIS,France,Convention DAUPHINE: Sujet de stage CONFIDENTIEL.,1650.0
39304999,ING2,2013/2014,Cergy,75116.0,PARIS,FR,ING2,SOCIETE GENERALE,75886,PARIS CEDEX 18,FRANCE,Assister les chargés d'affaires entreprises dans l'analyse des dossiers de crédit et de la rentabilité de la relation,1300.0
14057569,ING3,2014/2015,Cergy,75017.0,PARIS,FR,ING3,AUREL BGC,75002,PARIS,France,STAGE NON ONLIGATOIRE. Etude de faisabilité d'un produit financier permettant d'investir sur les titres d'entreprises ayant recours aux rachats de leurs propres actions.,750.0
14057569,ING2,2013/2014,Cergy,75017.0,PARIS,FR,ING2,ALLIANZ,75008,PARIS,France,"Contribution aux travaux de l'équipe Actuariat Vie en charge de la consolidation des éléments constitutifs des provisions techniques des portefeuille d'assurance vie du bilan économique Solvabilité 2 (validation des reporting QRT, recettes des évolutions de l'outil interne de restitution, automatisation des reporting, ...)",850.0
19410724,ING3,2014/2015,Cergy,95160.0,MONTMORENCY,FR,ING3,LA FRANÇAISE INVESTMENT SOLUTIONS,75008,PARIS,France,CONVENTION DAUPHINE: Confidentiel. Assistant risk Manager. Participation à la construction d'outils d'analyse et d'aide à la décision et à la préparation des comités.,1500.0
19410724,ING2,2013/2014,Cergy,95160.0,MONTMORENCY,FR,ING2,SEVEN CAPITAL MANAGEMENT,75008,PARIS,France,"Développement sous VBA d'un applicatif global d'aide à la décision et à l'information pour le service Marketing: - Gestion des liens entre Front Office et Marketing - Développement des interfaces utilisateurs - Développement des outils statistiques et de comparaison - Structuration des bases de données (avec mise à jour automatique depuis Bloomberg) - Automatisation de l'actualisation des documentations marketing (Reporting, ...)",436.05
